자차, 184, 77
자아, 153, 74
바다, 197, 51
파다, 164, 61
파차, 179, 68
카나, 175, 85
나라, 199, 74
아카, 186, 64
자타, 150, 62
타마, 180, 51
아바, 162, 66
다가, 161, 74
차자, 186, 50
아라, 198, 53
마차, 155, 96
사마, 186, 90
파카, 180, 65
카타, 158, 77
마타, 199, 58
라바, 160, 90
마하, 173, 73
라파, 177, 61
마타, 151, 82
가마, 155, 86
아카, 161, 56
사나, 178, 90
가바, 180, 73
하타, 196, 60
카마, 156, 94
라파, 161, 90
마사, 196, 87
