타나, 188, 67
마타, 185, 73
라사, 181, 68
차파, 174, 81
타마, 185, 83
파다, 181, 51
바다, 171, 96
다파, 174, 94
가차, 171, 70
타다, 154, 57
자아, 181, 74
파자, 192, 70
카사, 174, 86
차아, 197, 54
차바, 173, 58
마바, 177, 69
나차, 162, 91
자라, 177, 99
타하, 195, 84
아자, 196, 81
라하, 199, 82
자차, 174, 80
바라, 163, 61
차가, 159, 74
라나, 187, 81
사자, 185, 50
사카, 196, 99
바사, 186, 70
바자, 170, 88
라사, 176, 73
카다, 170, 77
가바, 176, 86
아파, 195, 89
하바, 167, 59
타가, 156, 95
나타, 194, 50
자사, 170, 97
라자, 162, 61
나바, 170, 63
나타, 178, 82
파하, 167, 75
파다, 166, 94
바파, 151, 56
다차, 173, 64
라타, 192, 59
타나, 195, 54
카사, 153, 99
파마, 160, 81
사마, 173, 81
사타, 152, 50
하마, 154, 89
나차, 192, 94
차자, 153, 51
가다, 157, 87
라마, 155, 82
파다, 170, 55
나사, 195, 73
마나, 197, 81
사가, 186, 67
마바, 151, 83
사가, 196, 71
가자, 199, 82
라사, 160, 65
다파, 172, 64
타아, 171, 83
하마, 193, 53
타아, 172, 89
나라, 158, 94
하가, 189, 56
사사, 159, 61
다나, 154, 93
하다, 197, 76
파카, 169, 67
사차, 197, 64
카가, 165, 51
마타, 196, 89
타타, 171, 90
나바, 199, 92
사자, 189, 96
하라, 160, 54
마다, 191, 51
사차, 177, 55
차가, 156, 84
나다, 158, 84
다다, 196, 99
하타, 175, 73
라아, 192, 74
라마, 197, 92
차사, 174, 64
사타, 152, 60
다마, 188, 56
다자, 161, 59
마자, 177, 82
하자, 161, 79
마하, 159, 96
하사, 182, 86
라하, 150, 92
라라, 178, 57
차파, 161, 55
카라, 176, 79
아차, 165, 92
아다, 162, 82
라사, 177, 84
하자, 158, 88
다자, 191, 80
다바, 181, 78
나카, 176, 55
차차, 172, 77
마자, 151, 87
하바, 193, 66
하파, 197, 76
하아, 177, 79
카가, 154, 97
라사, 157, 77
라나, 167, 65
차아, 152, 51
라파, 193, 86
아다, 175, 99
자하, 163, 80
차바, 153, 80
타하, 168, 69
하차, 199, 63
카타, 178, 72
바가, 190, 61
하다, 183, 90
마자, 162, 61
아타, 198, 55
아아, 157, 51
사타, 175, 56
사파, 199, 96
자가, 165, 83
아가, 182, 69
아타, 198, 70
차하, 187, 72
라타, 178, 62
마타, 154, 63
나나, 162, 61
카라, 180, 99
마하, 171, 64
바파, 153, 83
아가, 152, 61
자자, 178, 88
차사, 180, 50
나마, 198, 80
나마, 199, 64
아다, 165, 51
자바, 177, 94
다자, 183, 56
아타, 167, 52
나바, 189, 74
파다, 158, 57
다카, 169, 74
아파, 150, 79
자라, 172, 56
파가, 171, 84
타다, 157, 62
아하, 173, 74
마하, 198, 65
사타, 187, 64
타하, 166, 89
타파, 187, 83
사나, 156, 77
나파, 184, 72
하카, 157, 89
사가, 167, 88
마나, 195, 96
하하, 179, 80
카차, 196, 89
차차, 159, 61
바마, 165, 58
차다, 175, 89
카하, 161, 60
자라, 166, 75
자다, 186, 96
나아, 189, 52
바마, 183, 54
나카, 182, 89
바사, 198, 93
나가, 197, 57
자다, 188, 63
다아, 166, 64
타파, 199, 68
라하, 184, 95
차카, 174, 56
하파, 155, 95
자아, 171, 87
하마, 173, 87
하아, 166, 56
카라, 173, 97
사하, 152, 64
가자, 172, 50
파차, 177, 76
마카, 151, 70
나사, 198, 85
아나, 176, 95
카바, 157, 71
사하, 190, 54
가하, 176, 83
아다, 188, 74
라자, 156, 95
타하, 188, 78
하아, 195, 63
차바, 159, 80
바라, 187, 95
하바, 178, 58
카파, 161, 92
바마, 157, 90
마라, 190, 51
아라, 166, 83
바차, 174, 57
타아, 154, 72
차타, 181, 89
나파, 160, 80
라차, 197, 57
차라, 181, 86
아가, 171, 85
타라, 178, 59
자파, 171, 73
마다, 185, 88
차하, 170, 92
다라, 175, 60
파마, 168, 98
바나, 192, 57
파다, 190, 68
마가, 190, 83
타자, 191, 81
자라, 171, 61
자가, 186, 64
마가, 174, 95
다사, 164, 62
차라, 165, 55
가타, 150, 97
아다, 176, 87
파타, 199, 64
라타, 154, 76
자바, 186, 95
하하, 193, 73
타아, 161, 89
나자, 193, 89
사하, 192, 70
나사, 191, 53
타타, 165, 72
차아, 161, 76
하파, 175, 82
카자, 153, 63
다나, 191, 97
가마, 170, 57
카바, 193, 82
타파, 170, 77
나아, 171, 98
카라, 182, 51
카마, 173, 51
파타, 189, 90
하아, 173, 85
라가, 179, 50
아타, 170, 90
차사, 196, 85
마하, 181, 92
아마, 155, 93
사차, 157, 98
자타, 157, 99
가하, 168, 86
라바, 196, 83
자라, 187, 83
다하, 199, 58
차바, 187, 75
파타, 166, 87
라가, 193, 97
